Sample,Order,Batch,Group,ethanolamine..62.,Glycine..76.,Trimethylamine.N.oxide..TMAO...76.1.,X3C13.Glycine..79.,beta.alanine..89.99.,Alanine..90.,X4C13.Alanine..94.,Cadaverine..103.,X3.Aminoisobutyrate..103.98.,Choline..103.99.,Dimethylglycine..104.,L.2.aminobutyric.acid..104.01.,X2C13.Choline..106.,Serine..106.01.,X4C13.Serine..110.,Hypotaurine..110.01.,Creatinine..114.,X5.6.dihydrouracil..115.,Proline..116.,d3.Creatinine..117.,X5.Aminovaleric.Acid..117.98.,Betaine..117.99.,Valine..118.,Threonine..120.,Cysteine..122.,X6C13.Proline..122.,Niacinamide..123.,X6C13.Valine..124.,X5C13.Threonine..125.,Taurine..125.99.,Pyroglutamic.Acid..130.04.,Pipecolate..130.,Creatine..131.98.,Hydroxyproline..131.99.,Leucine..D.norleucine..132.01.,iso.Leucine..allo.isoleucine..132.02.,Ornithine..132.9.,Asparagine..133.,Aspartic.Acid..134.,S.methylcysteine..136.,X1.methylnicotinamide..137.,trigonelline..138.01.,X5C13.Aspartic.Acid..138.98.,X6C13.Asparagine..138.99.,X7C13.Leucine..139.,X7C13.iso.Leucine..139.01.,Glutamine..146.99.,Lysine..147.,Deoxycarnitine..147.01.,Glutamic.acid..148.,Methionine..149.99.,X2C13.Glutamic.acid..150.,X7C13.Glutamine..153.99.,X6C13.Glutamic.acid..154.,X8C13.Lysine..155.,X6C13.Methionine..155.99.,Histidine..156.,Carnitine..162.,X9C13.Histidine..165.,Phenylalanine..165.99.,methionine.sulfoxide..166.,Epinephrine..166.,X7.methylguanine..166.01.,X1.3.Methylhistidine..169.99.,Arginine..175.,X10C13.Phenylalanine..176.,Cotinine..176.99.,Cysteinyl.Glycine..Cys.Gly...179.,Gluconolactone..179.01.,Tyrosine..182.1.,X213C.Tyrosine..184.1.,X10C13.Arginine..185.1.,N6.Acetyl.lysine..188.99.,homoarginine..189.,N6.Trimethyllysine..189.01.,homocitrulline..190.,X1013C.Tyrosine..192.1.,Caffeine..195.,dimethylarginine..A.SDMA...203.,Acetylcarnitine..204.1.,Tryptophan..205.1.,L.Kynurenine..209.1.,X13C13.Tryptophan..218.1.,Cystine..241.1.,Uridine..245.2.,isovalerylcarnitine..246.,X8C13.Cystine..249.1.,X11C13.Uridine..256.2.,Glycerophosphocholine..258.,succinylcarnitine..262.,Thiamine..265.,Adenosine..268.2.,Inosine..269.2.,glutarylcarnitine..276.,X1.Methyladenosine..282.1.,X6.Methyladenosine..282.2.,X5..methylthioadenosine..298.,N2.N2.Dimethylguanosine..312.2.,UMP..325.,GMP..364.1.,riboflavin..377.,SAH..385.,S.adenosylmethionine..SAM...399.,thyroxine..777.5.,FAD..786.
Pos_284,357,3,1,14.06306563,16.47226509,15.44737568,16.33684419,14.48463627,21.39423501,20.07692873,15.59169169,14.39926155,23.19623419,17.1034821,14.30906276,25.2595038,20.86711131,20.93155203,13.97188074,22.72107665,18.30894503,21.13737793,23.62634844,16.33626327,25.38418678,21.48300956,20.8538637,14.33491488,20.40944612,16.26814249,19.79626626,20.03603018,19.2253884,16.05163381,17.00909794,23.34722007,18.61499281,20.80226973,18.91503675,21.0535336,18.28760747,17.44785598,15.15148088,20.40705647,19.56952246,20.59013141,20.05421055,22.00713395,18.90740743,23.53667848,22.79902532,16.54959185,21.87928873,17.30599694,22.52058327,21.20219918,22.04139314,23.10814015,17.50377277,24.16318472,24.12145376,21.23991423,22.74470235,14.50137193,21.06890438,15.7110981,20.55449457,22.51871302,21.3612339,21.94986881,13.4272439,13.16173158,18.77811658,20.93890707,25.39262012,15.68835222,20.10726858,21.84853299,14.9488697,16.35653903,19.03527651,20.75838407,23.00572516,21.13862488,15.32742915,20.1482892,18.13247412,14.85448929,17.94904637,17.26311544,16.37713152,22.43657028,18.52209028,13.75600053,13.2348587,12.72059478,17.87568286,19.61295843,12.26914001,11.99659801,15.30542596,14.51917857,16.09780812,13.48731791,11.31188902,15.41940736,15.90240889,15.33674713
Pos_285,358,3,3,14.58915284,16.47830925,15.52775203,16.58051541,14.3953912,21.41993095,20.31323096,16.31350951,14.25973385,23.80964398,16.77629386,14.28307522,25.41159539,21.6890347,21.16233891,14.77784032,23.05504346,18.97056292,20.95668908,23.7760486,15.89451176,25.30721642,22.51432693,21.73755201,13.39605745,20.37952418,14.9684146,20.08894984,20.15388132,18.33404186,16.64302239,17.73032928,24.25335434,19.36836139,22.45414429,21.16550208,21.47465863,19.74449536,17.90817251,16.03009238,17.18700818,14.44078109,20.90372393,20.27989611,22.14210786,19.30626477,24.13565992,23.98396,17.80694436,21.99521483,18.71260097,22.75737348,21.6127719,22.45268326,23.35109238,17.69148237,24.34391313,24.3219244,21.58464905,23.82835291,16.12723674,22.19399884,16.0375166,17.69432318,25.63253578,21.55995161,18.72739371,14.59411416,12.81246011,19.55310894,20.96180462,25.54633803,16.74811857,20.36945082,23.72438126,15.10242438,16.42040207,18.09266467,21.19307246,23.36552764,21.22707217,16.14723088,20.30298444,19.34406761,15.39568477,18.81030725,17.93813517,16.6356596,21.23286378,19.57286399,14.0844738,13.48322771,12.98830875,18.15011267,20.28706307,12.88951097,12.9012614,15.91586395,14.1578634,15.53863104,13.23907366,14.32148546,17.98958351,15.25327149,15.32396706
Pos_286,359,3,3,13.39047715,16.17092734,16.60291047,16.6077182,14.24957102,20.29053986,20.19376808,16.00763543,14.2010304,22.43527899,16.32885238,14.23714791,25.31406528,20.98677618,20.92164575,14.78559126,22.86002509,17.3946014,20.58140721,23.61164298,15.39022351,24.95426445,21.72067318,21.50594819,13.00462977,20.28932721,15.36860199,19.62262086,20.02481409,18.02933065,16.07517588,15.72462504,22.33543046,19.1033071,21.14263224,19.38861845,19.91451755,18.29931475,17.56605626,14.66520154,17.24618329,13.32306114,20.6231785,19.96735103,22.00930102,18.92539281,23.69114228,22.62136199,16.80441108,22.14286334,16.89841503,22.47519863,21.38266015,22.174219,22.99649902,17.72772347,23.74788775,23.41155641,21.03636244,22.86469564,15.42462296,21.21967156,15.41845365,17.60643683,23.96903599,21.36443998,19.70999009,14.14667076,13.4527753,18.73335818,20.91232213,25.21511801,15.38479737,19.60633888,22.00717154,15.13419583,16.31236226,15.42136104,20.54990173,22.71518573,20.59864265,16.18955566,19.97089885,17.6264099,15.13546163,18.79704531,17.546225,16.20860989,21.21447208,16.48921482,17.1323286,12.32478853,11.91073288,17.08053143,19.26385146,13.84440241,12.01561573,15.31674472,13.75090541,15.59074909,14.87461796,14.17071513,16.15494799,15.7599898,15.00239543
Pos_287,360,3,2,13.91026204,15.75293926,15.48153524,16.47861317,13.58801633,20.77565143,20.26329348,15.86567335,14.66514988,21.79981293,16.23690916,11.96294085,25.33807758,20.73909146,20.97453858,14.85838292,23.15416528,17.07561088,19.07445013,23.56641059,14.99959102,24.41397847,21.16108803,20.10979639,13.61844812,20.35685746,15.86486007,19.70961917,20.00746085,19.26955868,16.59223585,16.45009366,22.60891431,17.83235791,20.84216958,19.26284989,19.40768582,18.38850441,17.49099516,14.98542767,18.06640067,14.05237545,20.63730836,20.15605579,21.98634496,19.04681455,23.36782803,22.27156485,16.94583583,21.56693614,17.182269,22.47873302,21.47564381,22.16084105,23.12420507,17.56131651,23.3634149,23.56152295,21.00269457,22.64613296,15.28011011,20.99116676,15.79151754,18.71357745,23.86308156,21.29371805,18.14125792,14.36496545,13.09225535,18.33872031,20.97344988,25.2045936,14.50653301,20.65702418,21.85512919,15.28579549,16.26427264,21.22399723,20.88474632,23.18657024,19.18025491,15.16333633,20.0762472,16.51759716,14.78131157,17.69763702,17.48431504,16.34060464,20.84472698,15.71666971,14.57946767,13.15097372,11.85316605,18.10030893,20.00362175,13.19589793,12.01469643,15.36666264,13.80830796,16.20850161,15.47069085,12.18750234,15.9877735,15.72001028,15.23242174
Pos_289,362,3,2,14.09301286,16.48628688,15.28668907,16.77293159,13.55628798,20.8072683,20.61022618,16.51114597,14.08134492,23.24535001,16.29574698,13.80994,25.33667397,21.34204145,21.30241511,14.96120584,22.77123793,17.80554047,19.85697115,23.8821584,15.15065339,25.59478025,21.94338538,21.08893411,13.97725398,20.15899666,11.83692963,19.92822454,20.22713424,18.1461451,16.30996686,17.37753902,21.90541024,17.75544063,22.04894509,20.9511338,20.2365831,19.41979239,17.64473813,15.53386958,17.98720227,16.29976809,21.23072442,20.77958096,22.32558165,19.49242601,24.36167667,23.77319741,17.169209,20.47816943,18.16623752,23.09793834,21.69175675,22.83167811,23.62153743,18.10456705,25.4818712,24.35663965,22.77253561,23.03185218,15.13543918,21.41915485,15.63976361,18.32618399,25.08345718,21.55108195,13.08447189,13.96523754,14.03720171,18.5976099,20.86842269,26.17127723,15.90555732,20.32438657,23.06123672,14.96641264,16.29937629,18.48789998,21.98157296,24.72353387,20.63435323,14.50431559,20.45812933,19.03619069,15.32411659,17.6415851,18.46914179,16.68015753,19.68418802,19.47202914,14.0542459,13.31590464,15.04492527,17.65001525,19.69450053,12.46429548,12.5988341,15.26258048,13.91042546,13.56178477,13.50605055,14.11089697,17.11628649,16.39131477,14.17949143
Pos_290,363,3,4,13.82830054,16.12386628,16.55170269,16.42534576,14.48890924,20.63983743,20.03813146,15.92638448,14.42096365,23.48681376,17.21328805,13.45609838,25.23699575,21.15418327,20.90901113,14.72642077,22.33062446,17.75849736,20.88722199,23.53315401,14.49044821,25.32142325,21.42305141,21.38030978,13.60591022,20.35050158,16.63695635,19.87681739,19.99017667,18.97446723,17.3082383,18.38326914,23.15613577,19.22324798,20.86385017,19.92895151,20.2455587,19.14986216,17.85112523,15.7417518,18.67807612,16.8891303,20.68437393,19.88531039,21.95112573,18.81209232,23.8382802,23.16564331,17.21935408,22.414087,17.73281348,22.28867106,21.23694362,22.05253948,22.96298734,17.49789269,23.2390078,23.92188205,20.99354763,22.74131466,15.56296257,21.08497848,15.81212778,18.98156878,24.62615596,21.29304502,13.23204906,13.84820464,12.92440503,18.84554001,20.96581349,25.48742014,17.03807353,19.51057063,22.33225662,14.78708586,16.14004824,17.0768306,21.52561132,23.30611401,20.78998303,15.41139122,19.95054959,17.79130628,16.05749046,17.29237056,17.04875359,16.2288916,22.28173401,15.24664129,16.4261435,13.5536094,13.15092262,16.10077959,20.03970991,12.92716447,12.51191393,15.5972238,14.56899316,15.58736072,14.41406504,12.78033289,14.80591565,15.39476392,14.28714358
Pos_QC(I)#34,364,3,qc,14.80017004,17.00116974,17.66833501,16.42574216,14.75169101,21.28403827,20.14994717,15.56284449,14.19381307,24.21477439,16.95725035,13.97872107,25.17380821,22.17676149,20.92512421,15.12013444,22.82069751,18.92832596,21.30864651,23.52286008,15.77011018,24.98050358,22.01254851,21.33962065,13.23213383,20.40776799,14.80886305,19.72001966,20.01604356,19.35934927,18.44065533,17.23616847,22.33433704,19.33136131,21.93433196,20.49323423,21.47478231,19.12450023,19.05118531,15.743137,19.40291562,19.30001321,20.58309651,20.07785439,21.96260895,19.09602435,23.88992188,23.34523177,16.96638827,23.00308319,17.50504129,22.26753961,21.60008999,22.10249888,23.07359644,17.55853186,23.81590402,24.25095269,20.63821071,23.2325276,17.73292131,21.60647398,15.29374575,21.66229606,25.56385802,21.3583694,18.29682583,14.42099263,14.2636985,19.11909666,21.01270363,25.36398286,15.74521572,19.89474212,22.5027335,15.24214037,16.36812306,22.04045709,21.48247785,23.27460253,21.46788704,15.51091769,20.0767665,17.43618922,16.68228757,18.01526461,17.98410066,16.27032014,23.12222226,14.91559449,14.09053952,14.01294879,13.23115432,16.73498295,18.95864804,13.14245708,13.80307084,14.84436967,14.64587293,15.8440042,13.27207451,14.41010832,11.27721212,15.992619,14.52259279
Pos_291,366,3,1,13.54894496,16.11854743,16.22410016,16.36121633,14.72932351,20.9470383,20.16026895,15.62511985,13.68704577,22.0384678,16.9730852,12.64892779,25.27938775,20.88845328,20.96056224,14.32146917,23.25475577,17.2209027,20.85468999,23.45260081,15.40883494,24.55380862,21.74946624,20.49380885,13.28924493,20.36775543,15.93293148,19.86460727,19.92524421,19.14888361,17.27538777,17.33554221,22.05706673,18.60642692,21.24935726,18.63677227,19.76862323,18.30396401,17.62147168,15.34196754,18.18841566,14.71557717,20.68807331,20.013091,21.94824681,19.06381179,23.89356989,21.94801606,16.6545433,22.28276456,16.43827305,22.34778943,21.41693394,22.1164424,23.07808954,17.56411418,24.19479337,24.03792893,20.99801779,22.45460773,15.13187402,20.81673822,16.37979959,20.10422736,23.97776204,21.31224278,13.22803026,14.70433822,13.04014276,18.82613102,21.03796886,25.44124023,15.62502265,20.19092386,22.21435025,15.42391654,16.16333611,22.98765148,21.44737177,23.18609193,20.7931788,15.77158674,20.00777347,17.86286285,14.72031014,17.55636622,17.25232362,16.23176666,21.93200058,14.86015443,13.4034989,13.46553652,12.62509872,16.97150128,19.60770522,12.80123193,12.02339993,15.72683111,13.85152155,16.25624692,13.73005931,12.97709175,16.10322942,15.63307134,14.82028613
Pos_292,367,3,1,14.06538583,16.80898306,16.59763945,16.64879969,13.8075518,20.39040472,20.5345928,16.32902745,14.32155286,22.41486329,15.72334838,13.54778265,25.54085009,20.79497066,21.27983083,14.72636305,23.11727097,17.17203924,19.3704526,23.74791727,16.08701492,24.48828133,21.34215561,20.1563857,14.15700832,20.46921002,15.16886517,20.06764416,20.26172346,18.75025949,15.14820326,15.73285766,23.06199958,18.68749936,20.7827417,18.21005965,20.00167695,17.51141295,17.44595278,14.83459481,21.63083791,18.29537029,20.8518534,20.36536464,22.19181255,19.16933902,23.76510166,22.01392829,16.16869591,21.04243073,15.70533383,22.71447664,21.60292395,22.35262159,23.40298332,17.72979234,24.2167087,23.78786614,21.72935013,22.46086802,14.99231512,20.75792117,15.81057413,22.38115876,20.94318426,21.68620794,13.99258795,14.27939479,10.96006119,18.07792938,21.10609004,25.76643728,16.02142323,18.62117791,21.5593735,15.30358337,16.67845169,20.84311919,21.24810327,23.28596898,20.36070824,15.49757376,20.30995355,18.04630371,15.38606753,17.43930094,17.41754992,16.52506415,20.3287914,19.18619422,15.7776725,13.27014102,12.50868297,16.52417712,20.24599173,12.895785,12.31499401,16.1225942,13.3556452,15.29450925,15.07871702,13.40439936,18.0159934,16.06925792,14.71977362
Pos_293,368,3,2,13.10364439,16.12428565,14.22437284,16.54471528,12.99286453,20.22490607,20.2218078,15.5609298,13.05175984,22.49663852,15.79145382,14.0189227,25.37656849,20.68617174,21.00626769,15.26750683,22.56237352,16.9958232,19.97820224,23.4909551,15.64530312,24.71741209,21.01648767,20.31671839,13.59708792,20.49280852,15.6571003,19.78955154,20.05015222,19.19774608,16.96377246,17.47117264,22.94193328,18.19230513,20.55023151,18.95917644,19.29158747,18.36586254,17.43855918,15.29141475,17.92145048,15.99891952,20.62953791,20.14279724,21.93686504,18.90648027,23.79865345,22.57604961,16.95617715,20.7725996,16.93821353,22.44169974,21.40609963,22.21262974,23.19841172,17.65118169,23.48515534,23.79140576,21.02883854,22.45968297,15.01080282,20.78622105,15.55397366,19.9051469,24.27421044,21.38310502,17.57825665,13.97375145,12.91844748,18.63298714,20.97498657,25.71097046,15.19427134,20.6110502,21.13894016,15.11661386,16.35459426,18.35340825,21.02466072,22.94581673,20.6478613,14.92786966,20.02540785,17.24397222,14.60109403,16.920113,17.29938538,16.19492659,19.81416678,13.27361435,16.47087951,13.03540472,12.08064083,15.50912669,19.39773847,12.45849925,11.89948447,14.94782865,13.87157494,16.0795449,13.9231403,13.45853389,15.24704042,15.32844319,14.95850248
Pos_294,369,3,1,14.23804043,16.2622605,18.31478836,16.38173117,12.79457271,20.82882253,20.21263214,16.01475301,12.98806294,21.9622188,16.02975995,13.1898508,25.46487385,20.74593086,20.98792996,14.74574641,22.33632077,17.42328017,21.50524846,23.56051833,15.45738256,25.34189069,21.98436142,21.3916247,13.96826495,20.32111219,12.50550407,19.75515261,19.95504688,17.60635063,16.94539899,17.08058826,21.30937309,18.23686656,21.78594656,18.85590478,20.0139247,19.16975361,17.68806442,15.39156741,17.9470575,17.03369149,20.82873715,20.28318297,21.99360966,19.26156033,24.4303439,22.64689115,15.7098746,23.56367012,17.1399935,22.57525539,21.35934256,22.19976562,23.28907085,17.68256692,25.3297603,23.61688378,22.26702069,22.0668786,14.72935263,20.43093781,15.74013516,18.21311663,24.50949076,21.28410289,14.43297137,12.85510153,14.20328986,18.43942156,20.86439295,25.98380854,15.81848657,20.40645769,22.11584026,14.90943539,16.19842886,21.09651406,21.51889037,25.18665842,20.30804751,14.84422076,20.0979795,18.96131712,14.86971997,16.68243384,17.47039598,16.27038871,19.90025111,18.66733009,14.29898591,13.98167606,14.68122232,16.34099452,19.36513075,12.71411744,12.05842626,14.61595438,13.76487134,13.78189626,13.19030829,13.27589593,16.75007085,15.24224204,14.25459895
Pos_295,370,3,4,13.86700164,16.31479735,15.31569334,16.46580518,14.32065083,19.50977644,20.2595516,15.81708541,14.51078429,22.73254748,15.98858822,14.14438866,25.39264039,20.98072918,21.01548364,14.83675494,22.23167616,16.7592697,19.45262324,23.54300252,14.07758252,24.59189072,21.14104204,19.71061411,13.50262269,20.53868675,16.14143877,19.83740306,20.00965065,19.50771783,17.65029888,16.8028478,22.6442092,18.26481644,21.08171106,19.65978643,19.36262491,18.02062665,17.93293934,14.16767586,17.43500258,14.91762937,20.70421876,20.14443272,21.98247685,18.95687236,23.5369161,21.70114155,16.12843352,21.46506879,16.73749043,22.43769563,21.44135511,22.13219091,23.07125949,17.5545685,22.62597033,23.2891048,21.01596574,22.46965198,15.01734978,20.84309816,15.09663431,16.94379443,23.0901055,21.3658827,19.59743982,16.05290884,13.10754731,17.59240684,21.0290816,25.43852702,16.09762926,17.53831694,21.65901035,15.51262236,16.35164431,19.70054159,20.61433795,23.30043465,18.70578965,13.87550276,20.09243475,16.80028266,15.92258597,17.03272052,17.17387617,16.43984781,20.2240358,14.99476716,14.41466127,13.74467795,13.36802499,14.70758972,19.49096511,12.68311015,12.01237174,15.32241551,14.27062642,15.17758287,13.94624615,13.1832173,14.9369195,15.9864344,14.44581439
Pos_296,371,3,1,14.35926302,15.37774016,16.70506936,16.58364539,14.933091,21.02731207,20.19436719,15.63510623,14.32134799,22.56216372,16.55526321,13.34472103,25.31351039,19.74071831,20.98151175,14.24390123,22.79141745,18.24616521,21.00973929,23.50984991,15.52221338,24.87163304,21.90721112,19.87508179,14.11809599,20.35684375,15.1734496,19.77469198,20.06259466,18.83064584,16.77011471,17.74006046,23.18612899,19.00577345,21.30584052,19.95340041,20.62513617,17.84893388,17.26038542,15.38214037,21.75812355,21.40602966,20.51721689,20.13996578,21.94479469,19.04799894,24.10075352,23.15571225,16.14244997,20.89574017,16.31554878,22.46291768,21.40373373,21.87515832,23.23199161,17.45541649,23.63053294,23.6533336,20.97416435,22.22246788,14.31897282,20.57788832,16.06765394,23.71986008,23.55796453,21.38658189,19.39899246,11.94885376,12.25804882,18.44784828,21.04023282,25.8315035,16.53250875,20.1057321,22.50054377,16.48200103,16.27444302,23.0747487,20.85300055,25.18886734,20.65860687,15.60395089,20.1172424,17.70411545,15.72954366,17.54456403,17.27207243,16.23318486,21.83853095,15.80038316,15.34558065,13.33403101,12.67401699,15.88744024,19.03806458,12.74762645,11.94783486,15.4517368,13.05749592,15.69310763,14.75554978,13.60050565,14.03623243,15.45780489,15.5966109
Pos_297,372,3,2,13.28174497,15.50580659,15.40297338,16.42467782,14.14131626,20.08991137,20.20421544,15.86307992,14.72841377,22.82034176,16.66292711,13.86159349,25.36976558,20.1904618,20.93658257,15.20030923,22.68859234,16.408283,19.34663468,23.4946422,14.99322575,25.04090964,21.01314015,19.46540631,12.66284713,20.4512103,22.10091009,19.76345974,20.02937835,18.73067413,17.16818837,17.10733356,21.96761644,17.73927419,20.50532333,18.25384032,18.90999214,17.6990173,17.56265078,15.18378582,18.3477325,15.00517053,20.6741017,20.00393222,22.01308843,18.91047377,23.08950693,21.90142052,16.77783983,21.37456813,15.91334014,22.41265418,21.49734293,22.19997785,23.14046141,17.60064786,23.27898512,24.13851833,21.02112623,22.72425321,14.86771662,21.05217178,15.83046548,19.41582747,23.15457577,21.34602689,17.51016357,15.02888925,12.97562225,18.08600727,21.06295204,25.6130677,15.52114816,18.40086201,21.99953662,15.70114678,16.31473514,20.32270422,21.35426165,23.69957375,20.14236717,15.47375777,20.00744345,16.19627806,14.44589277,17.68179855,17.60595528,16.2916644,20.8691724,15.54526594,24.83929065,12.99917382,13.13587985,15.43881878,19.65756989,12.61281964,12.470031,15.72474989,12.89815238,16.14171279,18.75669703,12.79958536,16.04579285,15.18888624,14.5758161
Pos_298,373,3,4,13.97708001,17.57263796,17.66809162,16.62291545,13.9902898,21.22793919,20.54510687,16.25704248,14.27667263,23.7808961,17.33538997,13.29374239,25.51828552,22.07848106,21.16941998,15.13111234,22.87502737,18.9709633,21.89072527,23.7939705,16.29783591,25.3402522,22.38567016,22.03936432,13.43504566,20.36129505,16.4556954,20.01928625,20.22435923,19.71270617,17.22469009,18.44306692,22.44661289,21.96593005,21.80648033,20.75935618,21.52604676,19.13245127,18.83523478,15.49407291,19.23925578,12.8465901,21.0050304,20.35651636,22.25088539,19.20591239,24.63723025,24.01714932,18.23406379,23.2031904,17.64200004,22.76960525,21.67268104,22.52782466,23.39896032,17.7504067,23.82481781,24.62104999,21.2951197,22.90000931,17.36187795,21.22948068,14.1630454,17.3414866,25.31988009,21.66601677,14.94522809,14.26300115,12.32364968,18.95104855,21.04521527,25.52690071,16.67329982,19.08603002,21.55684758,16.01505407,16.40108615,16.84503252,21.59149804,23.79631061,20.99453567,15.41826765,20.39082253,18.27083171,15.79348872,18.71773378,17.79280046,16.51983255,22.89492131,16.0496396,18.19300405,13.8859889,11.74932623,17.28141582,20.15028503,12.15579189,12.54680046,15.06145024,14.86466699,16.5405143,15.59785713,13.27521979,15.28377394,16.09751747,15.40255273
Pos_299,374,3,2,13.53618369,16.03673887,15.33399014,16.19990975,14.51271903,19.94628713,20.21747327,15.89853926,13.81317713,22.30316026,15.72709711,13.24768499,25.45793127,21.10007873,20.85544776,14.74221316,22.2001681,17.04885722,20.15797134,23.50483918,15.22088929,24.91726365,21.22921952,20.33933704,13.57846314,20.24852718,13.55893018,19.5919862,20.00760327,17.21754193,17.36104972,17.12159533,20.79846214,17.62454105,20.88796892,19.58260724,19.83458295,18.67049116,17.55667361,15.09013972,15.23167216,14.46486103,20.88946031,20.22870734,22.03630305,19.13940331,23.26534213,22.66470226,16.28655899,22.36064819,16.95565075,22.64068585,21.25897913,22.34901617,23.25758068,17.67121383,24.71846775,23.90795191,21.92762422,22.62183502,14.85682145,21.00507057,15.38952158,17.43064793,23.58174559,21.21899397,12.66876986,14.36572458,13.80641415,17.91215572,20.8226743,25.56187564,14.94980445,19.61905946,21.28202466,15.64470759,16.26603001,20.3089488,20.9025915,23.10769015,19.70316693,14.94757901,20.12413166,18.1519513,14.38938399,17.26144555,17.73894182,16.26821049,18.78903709,18.58467676,15.49604072,13.08679323,14.70722888,16.14748318,19.48565704,12.45364582,11.93885658,14.61336204,14.03664997,14.00165453,13.402616,12.87557083,15.65550307,15.59457038,14.39724238
Pos_300,375,3,2,13.32914502,16.07487329,16.2616031,16.37234683,15.19031128,20.7222217,20.40174838,16.03669629,13.01004204,23.39852288,16.90840451,12.53450304,25.41217822,20.97933995,21.15372265,14.36721664,23.74152503,17.27444212,20.24440065,23.69754016,15.12311156,24.43183137,21.81520828,19.8182857,12.84034261,20.17624468,15.63156585,19.89161835,20.19420999,18.66073204,17.38138905,16.85995299,22.57114559,18.37253282,21.59491652,20.3137295,19.87921028,18.70812593,18.03158096,15.11785923,18.60069907,13.52480856,20.95396447,20.3103564,22.05640522,19.02805365,24.00017245,22.71149767,17.56376294,22.04130221,17.2026944,22.72642868,21.60905126,22.49703564,23.37685952,17.65474309,24.04836501,24.3855365,21.16237465,23.46745205,15.71036113,21.87183647,16.67653897,19.01681332,23.97261718,21.51328006,11.99667528,14.14744134,12.23488884,18.40762774,20.90297084,25.49921292,16.33837157,19.86743018,22.54953994,15.87862243,16.28247053,22.63529515,20.75504432,24.23420879,19.57376818,15.32230178,20.2596795,17.6963577,15.11463639,18.50554424,17.90121333,16.49105252,21.72897779,16.17721653,13.59574332,13.92020526,13.23315423,17.75193371,20.39587882,12.4540784,12.2327292,16.4851589,13.2647914,16.10129868,15.64424388,13.83444194,17.0567041,15.53536008,14.48240145
Pos_QC(I)#35,377,3,qc,14.63445909,17.0062563,17.7441034,16.42509903,14.66590869,21.29274975,20.15192657,15.62892311,13.91616549,24.22687951,16.87315845,14.14448527,25.17664326,22.16601738,20.92144576,15.06114447,22.82141864,18.82150111,21.28531994,23.52361469,15.87673291,24.95331561,21.90355054,21.35496505,13.21655159,20.41199199,14.93858324,19.5922554,19.99397782,19.36987373,18.56735258,17.17125776,22.30065831,19.37878553,21.94425591,20.47515409,21.49920419,19.14398555,19.11392473,15.78899712,19.35676079,19.32796411,20.58261347,20.07951643,21.94338914,19.08877805,23.92965277,23.35962473,16.99969804,23.0043922,17.52332253,22.29938119,21.61210598,22.10221147,23.09244771,17.58311689,23.78863845,24.30258828,20.64225717,23.23879032,17.73551066,21.60309325,15.33871971,21.54231594,25.56491116,21.37604265,18.33463151,14.27313469,14.04459524,19.07414564,20.97302791,25.35711324,15.69719046,19.82374568,22.22822968,15.21982905,16.40257097,22.11181506,21.46338592,23.24341,21.49419637,15.51086756,20.09913015,17.41886507,16.75898744,18.02308626,18.01657016,16.20114519,23.11257754,14.59139062,14.11741782,13.97500292,13.27184042,16.66574408,18.69665458,13.18103857,13.77312113,14.84622914,14.64610351,15.85496056,13.38732198,14.35742605,12.20662287,15.98768239,14.33064428
Pos_QC(I)#36,379,3,qc,14.6817059,16.97231066,17.77064348,16.39873797,14.77274626,21.27982646,20.1440502,15.57930703,13.62406931,24.24579128,17.00064356,14.06383225,25.29001888,22.17862884,20.85751877,15.14092765,22.86045102,18.91036188,21.35583514,23.54165761,15.82591192,24.96640645,21.93961533,21.32243445,13.25021861,20.434213,14.89958169,19.65395729,19.99122184,19.43516621,18.65241061,17.27039446,22.34574038,19.38866656,21.91770732,20.47397832,21.52310324,19.08141649,19.00737156,15.84076474,19.28375855,19.40966472,20.47327825,20.03046412,21.94166545,19.05605428,23.92986169,23.30485738,17.01300552,23.0060107,17.53050339,22.20646827,21.58412316,22.02404093,23.03211865,17.59658591,23.66930876,24.32288644,20.53234273,23.21760159,17.63546028,21.59271829,15.3186881,21.5427301,25.55641129,21.38256925,18.32399386,14.75736038,14.07838154,19.19462595,21.0641313,25.40555678,15.80248711,19.91420504,22.57116079,15.40558805,16.5215654,22.094149,21.514646,23.28875894,21.51192325,15.5304994,20.0791918,17.29949654,16.75010767,18.01137045,17.99201435,16.30002066,23.04048966,14.76096761,14.21149258,14.00051547,13.29799573,16.63416161,18.77951784,13.16640036,13.80340926,14.92140268,14.6697511,15.95349709,13.40151526,14.36945663,9.738789583,16.03547997,14.16698037
